Anno;Cittadinanza;Area;Provenienza;Sesso;Numero Immigrati
2014;Bielorussia;Altri Paesi Europa;Provincia di Bologna;Maschi;1
2014;Bosnia-Erzegovina;Altri Paesi Europa;Toscana;Femmine;1
2014;Bulgaria;Unione Europea;Toscana;Femmine;1
2014;Camerun;Altri paesi Africa;Estero;Femmine;24
2014;Capo Verde;Altri paesi Africa;Provincia di Bologna;Maschi;1
2014;Cile;America meridionale;Estero;Maschi;4
2014;Cina;Altri paesi Asia;Provincia di Forlì-Cesena;Maschi;2
2014;Croazia;Unione Europea;Estero;Femmine;1
2014;Croazia;Unione Europea;Estero;Maschi;1
2014;Ecuador;America meridionale;Lombardia;Femmine;1
2014;Egitto;Africa settentrionale;Provincia di Bologna;Femmine;4
2014;Egitto;Africa settentrionale;Toscana;Femmine;1
2014;Eritrea;Altri paesi Africa;Estero;Femmine;9
2014;Eritrea;Altri paesi Africa;Provincia di Bologna;Maschi;2
2014;Etiopia;Altri paesi Africa;Estero;Femmine;6
2014;Etiopia;Altri paesi Africa;Provincia di Bologna;Femmine;1
2014;Filippine;Altri paesi Asia;Lombardia;Femmine;5
2014;Filippine;Altri paesi Asia;Provincia di Modena;Maschi;1
2014;Filippine;Altri paesi Asia;Toscana;Femmine;2
2014;Gabon;Altri paesi Africa;Estero;Maschi;2
2014;Giappone;Altri paesi Asia;Estero;Femmine;11
2014;India;Altri paesi Asia;Estero;Femmine;16
2014;India;Altri paesi Asia;Lombardia;Maschi;4
2014;India;Altri paesi Asia;Piemonte;Femmine;1
2014;India;Altri paesi Asia;Provincia di Modena;Maschi;1
2014;Israele;Asia occidentale;Estero;Femmine;5
2014;Kirghizistan;Asia occidentale;Estero;Femmine;5
2014;Kirghizistan;Asia occidentale;Sardegna;Femmine;1
2014;Marocco;Africa settentrionale;Lombardia;Maschi;1
2014;Marocco;Africa settentrionale;Molise;Femmine;1
2014;Marocco;Africa settentrionale;Provincia di Ferrara;Femmine;4
2014;Marocco;Africa settentrionale;Provincia di Ferrara;Maschi;5
2014;Marocco;Africa settentrionale;Provincia di Forlì-Cesena;Maschi;4
2014;Marocco;Africa settentrionale;Provincia di Ravenna;Femmine;1
2014;Marocco;Africa settentrionale;Sicilia;Maschi;1
2014;Marocco;Africa settentrionale;Umbria;Maschi;1
2014;Maurizio;Altri paesi Africa;Sicilia;Femmine;2
2014;Messico;America centrale;Estero;Maschi;1
2014;Messico;America centrale;Provincia di Modena;Femmine;1
2014;Moldova;Altri Paesi Europa;Campania;Maschi;1
2014;Moldova;Altri Paesi Europa;Provincia di Reggio Emilia;Femmine;1
2014;Moldova;Altri Paesi Europa;Sicilia;Femmine;1
2014;Moldova;Altri Paesi Europa;Veneto;Femmine;7
2014;Nigeria;Altri paesi Africa;Campania;Maschi;3
2014;Nigeria;Altri paesi Africa;Lazio;Maschi;1
2014;Nigeria;Altri paesi Africa;Sicilia;Femmine;2
2014;Pakistan;Altri paesi Asia;Liguria;Femmine;1
2014;Pakistan;Altri paesi Asia;Piemonte;Maschi;1
2014;Pakistan;Altri paesi Asia;Provincia di Bologna;Maschi;59
2014;Pakistan;Altri paesi Asia;Provincia di Modena;Maschi;7
2014;Perù;America meridionale;Provincia di Bologna;Femmine;9
2014;Perù;America meridionale;Provincia di Bologna;Maschi;5
2014;Polonia;Unione Europea;Veneto;Femmine;1
2014;Portogallo;Unione Europea;Estero;Femmine;5
2014;Regno Unito;Unione Europea;Estero;Femmine;16
2014;Rep. Dominicana;America centrale;Lombardia;Femmine;2
2014;Romania;Unione Europea;Abruzzo;Maschi;2
2014;Romania;Unione Europea;Calabria;Maschi;3
2014;Romania;Unione Europea;Provincia di Bologna;Femmine;130
2014;Romania;Unione Europea;Provincia di Reggio Emilia;Femmine;3
2014;Slovenia;Unione Europea;Estero;Maschi;1
2014;Somalia;Altri paesi Africa;Estero;Femmine;10
2014;Somalia;Altri paesi Africa;Friuli Venezia Giulia;Maschi;1
2014;Spagna;Unione Europea;Lombardia;Femmine;1
2014;Sri Lanka (Ceylon);Altri paesi Asia;Sicilia;Femmine;1
2014;Svizzera;Altri Paesi Europa;Estero;Maschi;3
2014;Tanzania;Altri paesi Africa;Estero;Femmine;2
2014;Ucraina;Altri Paesi Europa;Lazio;Femmine;3
2014;Ucraina;Altri Paesi Europa;Marche;Femmine;3
2014;Ucraina;Altri Paesi Europa;Sicilia;Maschi;1
2014;Ungheria;Unione Europea;Estero;Maschi;1
2015;Afghanistan;Altri paesi Asia;Toscana;Maschi;1
2015;Albania;Altri Paesi Europa;Estero;Femmine;68
2015;Albania;Altri Paesi Europa;Provincia di Parma;Maschi;1
2015;Albania;Altri Paesi Europa;Provincia di Rimini;Maschi;5
2015;Austria;Unione Europea;Provincia di Bologna;Femmine;1
2015;Bangladesh;Altri paesi Asia;Sicilia;Maschi;2
2015;Benin;Altri paesi Africa;Estero;Maschi;4
2015;Bielorussia;Altri Paesi Europa;Provincia di Bologna;Femmine;2
2015;Bielorussia;Altri Paesi Europa;Toscana;Femmine;1
2015;Brasile;America meridionale;Calabria;Femmine;1
2015;Brasile;America meridionale;Provincia di Bologna;Femmine;1
2015;Bulgaria;Unione Europea;Campania;Femmine;1
2015;Camerun;Altri paesi Africa;Lombardia;Femmine;1
2015;Camerun;Altri paesi Africa;Provincia di Forlì-Cesena;Femmine;1
2015;Canada;America settentrionale;Toscana;Femmine;1
2015;Ciad;Altri paesi Africa;Estero;Maschi;1
2015;Cina;Altri paesi Asia;Friuli Venezia Giulia;Maschi;1
2015;Cina;Altri paesi Asia;Lazio;Femmine;1
2015;Cina;Altri paesi Asia;Piemonte;Femmine;1
2015;Cina;Altri paesi Asia;Provincia di Forlì-Cesena;Maschi;1
2015;Cina;Altri paesi Asia;Provincia di Parma;Femmine;1
2015;Cina;Altri paesi Asia;Provincia di Reggio Emilia;Femmine;1
2015;Colombia;America meridionale;Sardegna;Maschi;1
2015;Congo;Altri paesi Africa;Estero;Maschi;3
2015;Costa d'Avorio;Altri paesi Africa;Provincia di Bologna;Maschi;1
2015;Danimarca;Unione Europea;Estero;Femmine;3
2015;Egitto;Africa settentrionale;Estero;Maschi;20
2015;Egitto;Africa settentrionale;Provincia di Bologna;Maschi;6
2015;Egitto;Africa settentrionale;Provincia di Modena;Maschi;1
2015;El Salvador;America centrale;Estero;Maschi;2
2015;Eritrea;Altri paesi Africa;Friuli Venezia Giulia;Maschi;1
2015;Eritrea;Altri paesi Africa;Provincia di Bologna;Femmine;1
2015;Filippine;Altri paesi Asia;Lombardia;Maschi;9
2015;Francia;Unione Europea;Provincia di Bologna;Femmine;2
2015;Gambia;Altri paesi Africa;Estero;Maschi;74
2015;Georgia;Asia occidentale;Estero;Femmine;3
2015;Georgia;Asia occidentale;Veneto;Femmine;2
2015;Germania;Unione Europea;Provincia di Bologna;Femmine;1
2015;Germania;Unione Europea;Veneto;Maschi;1
2015;Giappone;Altri paesi Asia;Lombardia;Femmine;1
2015;Giordania;Asia occidentale;Estero;Maschi;6
2015;India;Altri paesi Asia;Lombardia;Maschi;3
2015;Iran;Altri paesi Asia;Piemonte;Femmine;1
2015;Iran;Altri paesi Asia;Veneto;Femmine;2
2015;Lettonia;Unione Europea;Provincia di Modena;Femmine;1
2015;Mali;Altri paesi Africa;Provincia di Modena;Maschi;1
2015;Marocco;Africa settentrionale;Provincia di Modena;Femmine;6
2015;Marocco;Africa settentrionale;Toscana;Femmine;3
2015;Moldova;Altri Paesi Europa;Estero;Maschi;20
2015;Moldova;Altri Paesi Europa;Puglia;Femmine;1
2015;Paesi Bassi;Unione Europea;Estero;Maschi;4
2015;Pakistan;Altri paesi Asia;Provincia di Ferrara;Femmine;2
2015;Pakistan;Altri paesi Asia;Provincia di Ferrara;Maschi;8
2015;Polonia;Unione Europea;Campania;Maschi;1
2015;Polonia;Unione Europea;Provincia di Reggio Emilia;Femmine;1
2015;Regno Unito;Unione Europea;Estero;Femmine;9
2015;Romania;Unione Europea;Campania;Maschi;3
2015;Romania;Unione Europea;Provincia di Ferrara;Femmine;4
2015;Romania;Unione Europea;Provincia di Modena;Maschi;2
2015;Romania;Unione Europea;Provincia di Piacenza;Femmine;1
2015;Russia (Federazione);Altri Paesi Europa;Marche;Femmine;1
2015;Russia (Federazione);Altri Paesi Europa;Provincia di Bologna;Femmine;5
2015;Russia (Federazione);Altri Paesi Europa;Umbria;Femmine;1
2015;Senegal;Altri paesi Africa;Toscana;Maschi;1
2015;Serbia;Altri Paesi Europa;Lombardia;Femmine;1
2015;Serbia;Altri Paesi Europa;Provincia di Ravenna;Femmine;3
2015;Serbia;Altri Paesi Europa;Provincia di Ravenna;Maschi;2
2015;Slovacchia;Unione Europea;Estero;Femmine;5
2015;Somalia;Altri paesi Africa;Sicilia;Maschi;2
2015;Spagna;Unione Europea;Lazio;Maschi;1
2015;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Parma;Femmine;1
2015;Stati Uniti;America settentrionale;Estero;Femmine;16
2015;Stati Uniti;America settentrionale;Provincia di Modena;Femmine;1
2015;Thailandia;Altri paesi Asia;Estero;Femmine;6
2015;Thailandia;Altri paesi Asia;Estero;Maschi;1
2015;Tunisia;Africa settentrionale;Provincia di Bologna;Femmine;15
2015;Ucraina;Altri Paesi Europa;Provincia di Ferrara;Femmine;8
2015;Ucraina;Altri Paesi Europa;Provincia di Parma;Femmine;1
2015;Ucraina;Altri Paesi Europa;Umbria;Maschi;1
2015;Uruguay;America meridionale;Estero;Femmine;2
2015;Vietnam;Altri paesi Asia;Estero;Femmine;1
2015;Yemen;Asia occidentale;Estero;Maschi;1
2016;Albania;Altri Paesi Europa;Friuli Venezia Giulia;Femmine;1
2016;Albania;Altri Paesi Europa;Lazio;Maschi;1
2016;Albania;Altri Paesi Europa;Puglia;Maschi;4
2016;Albania;Altri Paesi Europa;Trentino Alto Adige;Maschi;1
2016;Algeria;Africa settentrionale;Basilicata;Maschi;1
2016;Austria;Unione Europea;Estero;Maschi;1
2016;Bangladesh;Altri paesi Asia;Calabria;Maschi;1
2016;Bangladesh;Altri paesi Asia;Lazio;Maschi;7
2016;Bangladesh;Altri paesi Asia;Provincia di Bologna;Maschi;21
2016;Bangladesh;Altri paesi Asia;Trentino Alto Adige;Maschi;1
2016;Belgio;Unione Europea;Estero;Maschi;1
2016;Bulgaria;Unione Europea;Liguria;Femmine;1
2016;Camerun;Altri paesi Africa;Provincia di Bologna;Maschi;5
2016;Cile;America meridionale;Provincia di Ferrara;Femmine;1
2016;Cina;Altri paesi Asia;Provincia di Reggio Emilia;Femmine;5
2016;Cuba;America centrale;Lombardia;Femmine;1
2016;Danimarca;Unione Europea;Estero;Maschi;1
2016;Ecuador;America meridionale;Calabria;Femmine;1
2016;Ecuador;America meridionale;Provincia di Bologna;Femmine;5
2016;Egitto;Africa settentrionale;Estero;Femmine;14
2016;El Salvador;America centrale;Estero;Femmine;2
2016;Eritrea;Altri paesi Africa;Estero;Femmine;5
2016;Filippine;Altri paesi Asia;Lombardia;Femmine;10
2016;Francia;Unione Europea;Estero;Femmine;23
2016;Francia;Unione Europea;Provincia di Bologna;Femmine;2
2016;Gambia;Altri paesi Africa;Sicilia;Maschi;1
2016;Georgia;Asia occidentale;Provincia di Reggio Emilia;Maschi;2
2016;Germania;Unione Europea;Estero;Femmine;14
2016;Ghana;Altri paesi Africa;Provincia di Bologna;Femmine;3
2016;Grecia;Unione Europea;Estero;Maschi;9
2016;Irlanda;Unione Europea;Estero;Maschi;2
2016;Kosovo;Altri Paesi Europa;Provincia di Bologna;Maschi;2
2016;Libia;Africa settentrionale;Estero;Maschi;6
2016;Macedonia;Altri Paesi Europa;Estero;Maschi;1
2016;Marocco;Africa settentrionale;Estero;Femmine;82
2016;Marocco;Africa settentrionale;Provincia di Reggio Emilia;Maschi;1
2016;Marocco;Africa settentrionale;Veneto;Maschi;1
2016;Maurizio;Altri paesi Africa;Calabria;Femmine;1
2016;Moldova;Altri Paesi Europa;Provincia di Ferrara;Maschi;4
2016;Moldova;Altri Paesi Europa;Puglia;Femmine;1
2016;Moldova;Altri Paesi Europa;Sardegna;Femmine;1
2016;Nigeria;Altri paesi Africa;Veneto;Maschi;2
2016;Pakistan;Altri paesi Asia;Friuli Venezia Giulia;Maschi;1
2016;Pakistan;Altri paesi Asia;Marche;Femmine;1
2016;Pakistan;Altri paesi Asia;Provincia di Ravenna;Maschi;1
2016;Perù;America meridionale;Provincia di Bologna;Maschi;4
2016;Rep. Dominicana;America centrale;Estero;Femmine;4
2016;Rep. Dominicana;America centrale;Provincia di Bologna;Maschi;2
2016;Romania;Unione Europea;Basilicata;Femmine;3
2016;Romania;Unione Europea;Campania;Maschi;3
2016;Romania;Unione Europea;Lombardia;Maschi;4
2016;Romania;Unione Europea;Piemonte;Maschi;2
2016;Romania;Unione Europea;Provincia di Ferrara;Femmine;3
2016;Russia (Federazione);Altri Paesi Europa;Estero;Maschi;9
2016;Russia (Federazione);Altri Paesi Europa;Provincia di Parma;Maschi;1
2016;Slovenia;Unione Europea;Estero;Maschi;2
2016;Somalia;Altri paesi Africa;Estero;Femmine;5
2016;Spagna;Unione Europea;Estero;Maschi;11
2016;Spagna;Unione Europea;Friuli Venezia Giulia;Maschi;1
2016;Spagna;Unione Europea;Provincia di Bologna;Femmine;2
2016;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Bologna;Maschi;6
2016;Sri Lanka (Ceylon);Altri paesi Asia;Sicilia;Maschi;1
2016;Sri Lanka (Ceylon);Altri paesi Asia;Toscana;Maschi;3
2016;Togo;Altri paesi Africa;Estero;Maschi;3
2016;Ucraina;Altri Paesi Europa;Calabria;Femmine;1
2016;Ucraina;Altri Paesi Europa;Estero;Maschi;47
2016;Ucraina;Altri Paesi Europa;Provincia di Bologna;Maschi;6
2017;Afghanistan;Altri paesi Asia;Provincia di Ferrara;Maschi;1
2017;Albania;Altri Paesi Europa;Lombardia;Maschi;4
2017;Albania;Altri Paesi Europa;Provincia di Bologna;Maschi;14
2017;Albania;Altri Paesi Europa;Provincia di Parma;Maschi;2
2017;Benin;Altri paesi Africa;Estero;Maschi;1
2017;Bielorussia;Altri Paesi Europa;Estero;Maschi;1
2017;Bielorussia;Altri Paesi Europa;Provincia di Bologna;Femmine;2
2017;Bosnia-Erzegovina;Altri Paesi Europa;Trentino Alto Adige;Femmine;1
2017;Capo Verde;Altri paesi Africa;Provincia di Bologna;Femmine;1
2017;Capo Verde;Altri paesi Africa;Provincia di Modena;Femmine;2
2017;Cina;Altri paesi Asia;Provincia di Forlì-Cesena;Femmine;6
2017;Cina;Altri paesi Asia;Provincia di Modena;Femmine;5
2017;Cina;Altri paesi Asia;Umbria;Maschi;1
2017;Croazia;Unione Europea;Estero;Femmine;2
2017;Croazia;Unione Europea;Sicilia;Femmine;1
2017;Eritrea;Altri paesi Africa;Provincia di Bologna;Maschi;4
2017;Eritrea;Altri paesi Africa;Puglia;Maschi;1
2017;Filippine;Altri paesi Asia;Estero;Femmine;39
2017;Filippine;Altri paesi Asia;Lombardia;Femmine;5
2017;Filippine;Altri paesi Asia;Provincia di Bologna;Femmine;21
2017;Filippine;Altri paesi Asia;Provincia di Ravenna;Femmine;2
2017;Filippine;Altri paesi Asia;Toscana;Femmine;1
2017;Francia;Unione Europea;Estero;Maschi;10
2017;Georgia;Asia occidentale;Calabria;Femmine;2
2017;Georgia;Asia occidentale;Estero;Maschi;2
2017;Georgia;Asia occidentale;Lombardia;Femmine;1
2017;Georgia;Asia occidentale;Puglia;Maschi;1
2017;Grecia;Unione Europea;Provincia di Bologna;Femmine;1
2017;India;Altri paesi Asia;Estero;Maschi;20
2017;India;Altri paesi Asia;Lombardia;Maschi;1
2017;India;Altri paesi Asia;Provincia di Modena;Maschi;1
2017;Iran;Altri paesi Asia;Provincia di Bologna;Maschi;1
2017;Kosovo;Altri Paesi Europa;Puglia;Femmine;1
2017;Liberia;Altri paesi Africa;Estero;Maschi;4
2017;Lituania;Unione Europea;Provincia di Bologna;Femmine;3
2017;Macedonia;Altri Paesi Europa;Provincia di Bologna;Femmine;6
2017;Mali;Altri paesi Africa;Provincia di Bologna;Femmine;3
2017;Marocco;Africa settentrionale;Campania;Femmine;2
2017;Marocco;Africa settentrionale;Marche;Femmine;1
2017;Marocco;Africa settentrionale;Provincia di Ravenna;Maschi;1
2017;Moldova;Altri Paesi Europa;Estero;Femmine;31
2017;Moldova;Altri Paesi Europa;Provincia di Bologna;Maschi;18
2017;Moldova;Altri Paesi Europa;Provincia di Reggio Emilia;Maschi;1
2017;Moldova;Altri Paesi Europa;Toscana;Femmine;1
2017;Montenegro;Altri Paesi Europa;Puglia;Femmine;3
2017;Niger;Altri paesi Africa;Estero;Maschi;2
2017;Nigeria;Altri paesi Africa;Provincia di Bologna;Maschi;14
2017;Pakistan;Altri paesi Asia;Estero;Femmine;130
2017;Pakistan;Altri paesi Asia;Molise;Femmine;2
2017;Pakistan;Altri paesi Asia;Provincia di Bologna;Maschi;39
2017;Pakistan;Altri paesi Asia;Provincia di Reggio Emilia;Maschi;1
2017;Pakistan;Altri paesi Asia;Veneto;Maschi;1
2017;Paraguay;America meridionale;Provincia di Bologna;Femmine;1
2017;Perù;America meridionale;Estero;Femmine;11
2017;Polonia;Unione Europea;Estero;Femmine;25
2017;Regno Unito;Unione Europea;Provincia di Bologna;Femmine;1
2017;Rep. Dominicana;America centrale;Estero;Maschi;4
2017;Romania;Unione Europea;Basilicata;Femmine;1
2017;Romania;Unione Europea;Calabria;Maschi;1
2017;Romania;Unione Europea;Estero;Maschi;203
2017;Romania;Unione Europea;Provincia di Modena;Femmine;4
2017;Romania;Unione Europea;Provincia di Reggio Emilia;Femmine;1
2017;Senegal;Altri paesi Africa;Veneto;Maschi;1
2017;Serbia;Altri Paesi Europa;Provincia di Bologna;Femmine;1
2017;Siria;Asia occidentale;Estero;Maschi;4
2017;Slovenia;Unione Europea;Estero;Femmine;3
2017;Somalia;Altri paesi Africa;Estero;Femmine;8
2017;Sri Lanka (Ceylon);Altri paesi Asia;Campania;Femmine;3
2017;Sri Lanka (Ceylon);Altri paesi Asia;Friuli Venezia Giulia;Femmine;1
2017;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Ravenna;Femmine;1
2017;Tunisia;Africa settentrionale;Provincia di Bologna;Femmine;14
2017;Tunisia;Africa settentrionale;Provincia di Forlì-Cesena;Maschi;1
2017;Turchia;Altri Paesi Europa;Marche;Maschi;1
2017;Ucraina;Altri Paesi Europa;Campania;Maschi;2
2017;Ucraina;Altri Paesi Europa;Estero;Maschi;44
2017;Ucraina;Altri Paesi Europa;Lazio;Maschi;1
2017;Ucraina;Altri Paesi Europa;Provincia di Parma;Femmine;2
2017;Ungheria;Unione Europea;Estero;Femmine;5
2017;Uruguay;America meridionale;Umbria;Femmine;1
2018;Albania;Altri Paesi Europa;Provincia di Bologna;Maschi;13
2018;Albania;Altri Paesi Europa;Provincia di Piacenza;Maschi;1
2018;Albania;Altri Paesi Europa;Provincia di Ravenna;Maschi;1
2018;Albania;Altri Paesi Europa;Provincia di Reggio Emilia;Maschi;1
2018;Albania;Altri Paesi Europa;Toscana;Maschi;5
2018;Albania;Altri Paesi Europa;Trentino Alto Adige;Maschi;1
2018;Albania;Altri Paesi Europa;Veneto;Maschi;1
2018;Bangladesh;Altri paesi Asia;Veneto;Femmine;2
2018;Bielorussia;Altri Paesi Europa;Estero;Femmine;5
2018;Bosnia-Erzegovina;Altri Paesi Europa;Provincia di Ravenna;Maschi;4
2018;Brasile;America meridionale;Lombardia;Femmine;1
2018;Bulgaria;Unione Europea;Marche;Maschi;1
2018;Burkina Faso;Altri paesi Africa;Estero;Maschi;1
2018;Camerun;Altri paesi Africa;Estero;Femmine;18
2018;Cina;Altri paesi Asia;Lazio;Femmine;3
2018;Cina;Altri paesi Asia;Lombardia;Femmine;11
2018;Cina;Altri paesi Asia;Provincia di Ferrara;Maschi;1
2018;Cina;Altri paesi Asia;Provincia di Reggio Emilia;Femmine;8
2018;Cina;Altri paesi Asia;Veneto;Maschi;5
2018;Congo;Altri paesi Africa;Umbria;Maschi;1
2018;Corea del Sud (Rep.);Altri paesi Asia;Toscana;Femmine;1
2018;Costarica;America centrale;Estero;Maschi;1
2018;Cuba;America centrale;Estero;Maschi;3
2018;Egitto;Africa settentrionale;Provincia di Bologna;Maschi;8
2018;Egitto;Africa settentrionale;Veneto;Femmine;2
2018;Eritrea;Altri paesi Africa;Estero;Maschi;4
2018;Eritrea;Altri paesi Africa;Piemonte;Maschi;1
2018;Eritrea;Altri paesi Africa;Provincia di Bologna;Femmine;1
2018;Filippine;Altri paesi Asia;Lazio;Maschi;3
2018;Francia;Unione Europea;Estero;Femmine;20
2018;Gambia;Altri paesi Africa;Provincia di Bologna;Maschi;6
2018;Georgia;Asia occidentale;Estero;Femmine;14
2018;Georgia;Asia occidentale;Lazio;Femmine;1
2018;Giappone;Altri paesi Asia;Estero;Femmine;1
2018;Grecia;Unione Europea;Provincia di Bologna;Femmine;3
2018;Guinea Bissau;Altri paesi Africa;Estero;Maschi;1
2018;Haiti;America centrale;Estero;Femmine;1
2018;India;Altri paesi Asia;Estero;Maschi;41
2018;India;Altri paesi Asia;Provincia di Bologna;Maschi;4
2018;Indonesia;Altri paesi Asia;Estero;Femmine;7
2018;Irlanda;Unione Europea;Estero;Maschi;1
2018;Israele;Asia occidentale;Estero;Femmine;2
2018;Kirghizistan;Asia occidentale;Estero;Femmine;2
2018;Kirghizistan;Asia occidentale;Sardegna;Femmine;1
2018;Marocco;Africa settentrionale;Piemonte;Maschi;1
2018;Marocco;Africa settentrionale;Provincia di Bologna;Femmine;19
2018;Marocco;Africa settentrionale;Provincia di Ferrara;Femmine;3
2018;Marocco;Africa settentrionale;Provincia di Modena;Maschi;4
2018;Marocco;Africa settentrionale;Sardegna;Maschi;1
2018;Messico;America centrale;Estero;Femmine;6
2018;Moldova;Altri Paesi Europa;Provincia di Bologna;Maschi;9
2018;Moldova;Altri Paesi Europa;Provincia di Modena;Maschi;1
2018;Moldova;Altri Paesi Europa;Sardegna;Femmine;1
2018;Mozambico;Altri paesi Africa;Estero;Maschi;1
2018;Nepal;Altri paesi Asia;Estero;Maschi;1
2018;Nigeria;Altri paesi Africa;Provincia di Modena;Femmine;2
2018;Nigeria;Altri paesi Africa;Puglia;Femmine;1
2018;Pakistan;Altri paesi Asia;Provincia di Parma;Maschi;1
2018;Pakistan;Altri paesi Asia;Provincia di Reggio Emilia;Femmine;2
2018;Perù;America meridionale;Estero;Maschi;19
2018;Perù;America meridionale;Provincia di Bologna;Femmine;3
2018;Polonia;Unione Europea;Provincia di Bologna;Maschi;2
2018;Portogallo;Unione Europea;Estero;Femmine;4
2018;Portogallo;Unione Europea;Estero;Maschi;3
2018;Regno Unito;Unione Europea;Estero;Femmine;12
2018;Regno Unito;Unione Europea;Estero;Maschi;14
2018;Rep. Dominicana;America centrale;Provincia di Bologna;Maschi;1
2018;Romania;Unione Europea;Provincia di Bologna;Maschi;33
2018;Romania;Unione Europea;Provincia di Parma;Femmine;2
2018;Romania;Unione Europea;Toscana;Femmine;7
2018;Romania;Unione Europea;Trentino Alto Adige;Maschi;1
2018;Serbia;Altri Paesi Europa;Estero;Maschi;5
2018;Somalia;Altri paesi Africa;Provincia di Forlì-Cesena;Maschi;1
2018;Spagna;Unione Europea;Lazio;Femmine;2
2018;Spagna;Unione Europea;Veneto;Maschi;1
2018;Sri Lanka (Ceylon);Altri paesi Asia;Toscana;Femmine;2
2018;Sri Lanka (Ceylon);Altri paesi Asia;Toscana;Maschi;1
2018;Togo;Altri paesi Africa;Estero;Femmine;2
2018;Turchia;Altri Paesi Europa;Toscana;Femmine;1
2018;Vietnam;Altri paesi Asia;Provincia di Ferrara;Femmine;1
2019;Afghanistan;Altri paesi Asia;Estero;Maschi;1
2019;Albania;Altri Paesi Europa;Provincia di Parma;Maschi;1
2019;Albania;Altri Paesi Europa;Provincia di Rimini;Maschi;2
2019;Albania;Altri Paesi Europa;Toscana;Femmine;6
2019;Algeria;Africa settentrionale;Estero;Femmine;1
2019;Austria;Unione Europea;Provincia di Bologna;Femmine;1
2019;Bangladesh;Altri paesi Asia;Estero;Femmine;160
2019;Bangladesh;Altri paesi Asia;Provincia di Modena;Femmine;1
2019;Brasile;America meridionale;Veneto;Maschi;2
2019;Camerun;Altri paesi Africa;Marche;Femmine;1
2019;Camerun;Altri paesi Africa;Provincia di Forlì-Cesena;Femmine;1
2019;Camerun;Altri paesi Africa;Provincia di Modena;Femmine;1
2019;Cina;Altri paesi Asia;Provincia di Piacenza;Femmine;3
2019;Cina;Altri paesi Asia;Provincia di Rimini;Maschi;5
2019;Egitto;Africa settentrionale;Provincia di Bologna;Maschi;9
2019;Egitto;Africa settentrionale;Puglia;Maschi;2
2019;Etiopia;Altri paesi Africa;Lazio;Maschi;1
2019;Filippine;Altri paesi Asia;Provincia di Ravenna;Femmine;2
2019;Ghana;Altri paesi Africa;Calabria;Maschi;2
2019;Ghana;Altri paesi Africa;Provincia di Bologna;Femmine;3
2019;India;Altri paesi Asia;Estero;Femmine;23
2019;India;Altri paesi Asia;Toscana;Femmine;2
2019;Irlanda;Unione Europea;Estero;Maschi;2
2019;Israele;Asia occidentale;Estero;Maschi;2
2019;Kirghizistan;Asia occidentale;Provincia di Rimini;Femmine;1
2019;Libano;Asia occidentale;Estero;Maschi;2
2019;Macedonia;Altri Paesi Europa;Lombardia;Femmine;1
2019;Mali;Altri paesi Africa;Estero;Maschi;5
2019;Marocco;Africa settentrionale;Veneto;Maschi;1
2019;Messico;America centrale;Estero;Femmine;8
2019;Moldova;Altri Paesi Europa;Piemonte;Femmine;2
2019;Moldova;Altri Paesi Europa;Toscana;Femmine;1
2019;Paraguay;America meridionale;Provincia di Bologna;Femmine;1
2019;Perù;America meridionale;Estero;Maschi;22
2019;Perù;America meridionale;Piemonte;Femmine;1
2019;Polonia;Unione Europea;Puglia;Maschi;1
2019;Romania;Unione Europea;Estero;Femmine;265
2019;Romania;Unione Europea;Provincia di Modena;Maschi;4
2019;Romania;Unione Europea;Provincia di Parma;Maschi;2
2019;Romania;Unione Europea;Toscana;Maschi;6
2019;Romania;Unione Europea;Veneto;Femmine;10
2019;Russia (Federazione);Altri Paesi Europa;Puglia;Femmine;1
2019;Senegal;Altri paesi Africa;Lazio;Maschi;1
2019;Sri Lanka (Ceylon);Altri paesi Asia;Lazio;Maschi;3
2019;Sri Lanka (Ceylon);Altri paesi Asia;Provincia di Bologna;Femmine;14
2019;Ucraina;Altri Paesi Europa;Provincia di Ferrara;Maschi;1
2019;Ucraina;Altri Paesi Europa;Provincia di Forlì-Cesena;Femmine;4
2020;Bangladesh;Altri paesi Asia;Provincia di Bologna;Femmine;8
2020;Bangladesh;Altri paesi Asia;Provincia di Ravenna;Femmine;2
2020;Bosnia-Erzegovina;Altri Paesi Europa;Provincia di Reggio Emilia;Femmine;1
2020;Brasile;America meridionale;Provincia di Bologna;Femmine;6
2020;Bulgaria;Unione Europea;Provincia di Ferrara;Femmine;1
2020;Camerun;Altri paesi Africa;Provincia di Forlì-Cesena;Maschi;1
2020;Camerun;Altri paesi Africa;Puglia;Femmine;1
2020;Camerun;Altri paesi Africa;Toscana;Femmine;1
2020;Camerun;Altri paesi Africa;Umbria;Femmine;1
2020;Cina;Altri paesi Asia;Campania;Maschi;1
2020;Cina;Altri paesi Asia;Lombardia;Femmine;14
2020;Cina;Altri paesi Asia;Provincia di Modena;Maschi;2
2020;Cina;Altri paesi Asia;Provincia di Ravenna;Femmine;3
2020;Croazia;Unione Europea;Provincia di Bologna;Femmine;2
2020;Cuba;America centrale;Friuli Venezia Giulia;Maschi;1
2020;Cuba;America centrale;Marche;Maschi;1
